Nro.,Escuela Profesional,Sede,Edad,Sexo,1.1 Semestre,1.2 Estado civil,1.3 Tiene Hijos,1.4 Trabaja y estudia,1.5 Vive Solo,1.6 Promedio ponderado,1.7 Nivel Socioeconómico,1.8 Excelencia académica
4298,ENFERMERÍA,SICUANI,19,Femenino,2 semestre,Soltero,No,No,No,13.949,C,1
4299,ENFERMERÍA,PUERTO MALDONADO,18,Femenino,2 semestre,Soltero,No,No,Si,17.436,C,0
4300,ENFERMERÍA,CUSCO,26,Femenino,8 semestre,Soltero,No,Si,No,16.729,A,1
4301,ENFERMERÍA,SICUANI,17,Femenino,1 semestre,Soltero,No,Si,No,17.483,A,1
4302,ENFERMERÍA,CUSCO,20,Femenino,3 semestre,Soltero,No,Si,No,15.679,B,1
4303,ENFERMERÍA,CUSCO,20,Femenino,2 semestre,Soltero,No,Si,Si,19.099,C,0
4304,ENFERMERÍA,CUSCO,19,Femenino,4 semestre,Soltero,No,No,No,18.412,B,0
4305,ENFERMERÍA,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,17.671,A,1
4306,ENFERMERÍA,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,14.535,A,1
4307,ENFERMERÍA,CUSCO,23,Femenino,7 semestre,Soltero,No,Si,No,14.324,A,0
4308,ENFERMERÍA,SICUANI,24,Femenino,1 semestre,Soltero,Si,Si,Si,18.803,A,1
4309,ENFERMERÍA,CUSCO,21,Femenino,2 semestre,Soltero,No,Si,Si,18.028,A,1
4310,ENFERMERÍA,CUSCO,19,Masculino,1 semestre,Soltero,No,No,Si,11.307,C,1
4311,ENFERMERÍA,CUSCO,18,Femenino,2 semestre,Soltero,No,Si,Si,15.328,B,1
4312,ENFERMERÍA,CUSCO,30,Masculino,10 semestre,Soltero,Si,Si,No,17.968,A,0
4313,ENFERMERÍA,CUSCO,25,Masculino,9 semestre,Soltero,No,Si,Si,19.179,B,0
4314,ENFERMERÍA,SICUANI,26,Masculino,2 semestre,Soltero,No,Si,Si,18.11,A,0
4315,ENFERMERÍA,CUSCO,21,Femenino,7 semestre,Soltero,No,Si,Si,12.818,C,1
4316,ENFERMERÍA,QUILLABAMBA,17,Femenino,1 semestre,Soltero,No,No,No,16.361,B,0
4317,ENFERMERÍA,CUSCO,19,Femenino,2 semestre,Soltero,No,No,Si,12.143,C,0
4318,ENFERMERÍA,PUERTO MALDONADO,19,Femenino,2 semestre,Soltero,Si,Si,No,18.802,B,0
4319,ENFERMERÍA,CUSCO,19,Masculino,4 semestre,Soltero,No,No,No,14.978,B,1
4320,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,7 semestre,Soltero,No,No,No,12.458,B,1
4321,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,4 semestre,Soltero,No,Si,Si,13.885,A,0
4322,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,15.207,B,1
4323,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,No,19.356,B,1
4324,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,No,13.569,B,0
4325,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,9 semestre,Soltero,No,Si,No,18.189,C,1
4326,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,No,17.54,C,1
4327,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,10 semestre,Soltero,No,Si,No,14.432,B,0
4328,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,10 semestre,Soltero,No,Si,Si,16.191,A,1
4329,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,8 semestre,Soltero,No,Si,Si,17.091,A,1
4330,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,8 semestre,Soltero,No,No,No,14.807,A,1
4331,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,7 semestre,Soltero,No,No,No,18.516,B,0
4332,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,No,16.072,B,0
4333,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,9 semestre,Soltero,No,Si,No,17.748,A,0
4334,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,No,No,11.423,B,1
4335,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,9 semestre,Soltero,No,No,No,12.199,B,0
4336,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,13.535,A,1
4337,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,2 semestre,Soltero,No,Si,No,18.669,B,0
4338,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,8 semestre,Soltero,No,Si,No,14.261,C,0
4339,INGENIERÍA INDUSTRIAL,CUSCO,29,Femenino,10 semestre,Soltero,Si,No,No,15.301,B,1
4340,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,9 semestre,Soltero,No,Si,Si,13.156,B,1
4341,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,No,14.767,A,0
4342,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,8 semestre,Soltero,No,No,Si,16.795,C,1
4343,INGENIERÍA INDUSTRIAL,CUSCO,37,Masculino,10 semestre,Casado,Si,Si,Si,17.205,B,1
4344,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,2 semestre,Soltero,No,Si,No,13.133,A,1
4345,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,9 semestre,Soltero,No,Si,No,18.851,B,1
4346,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,17.079,C,0
4347,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,9 semestre,Soltero,No,No,No,16.994,A,1
4348,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,8 semestre,Soltero,No,Si,Si,18.253,C,1
4349,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,9 semestre,Soltero,No,Si,Si,14.26,B,1
4350,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,9 semestre,Soltero,No,No,No,18.526,C,0
4351,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,12 semestre,Soltero,No,Si,No,16.644,A,1
4352,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,No,19.236,B,1
4353,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,14.341,B,0
4354,INGENIERÍA INDUSTRIAL,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,15.304,C,1
4355,INGENIERÍA INDUSTRIAL,CUSCO,19,Masculino,4 semestre,Soltero,No,Si,No,18.811,A,1
4356,INGENIERÍA INDUSTRIAL,CUSCO,25,Femenino,4 semestre,Soltero,No,Si,No,14.789,A,1
4357,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,Si,17.777,B,0
4358,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,Si,No,18.889,A,0
4359,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,4 semestre,Soltero,No,No,No,18.616,B,0
4360,INGENIERÍA INDUSTRIAL,CUSCO,19,Femenino,5 semestre,Soltero,No,No,No,16.877,A,1
4361,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,6 semestre,Soltero,No,Si,No,12.608,A,1
4362,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,7 semestre,Soltero,No,No,Si,12.935,A,0
4363,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,8 semestre,Soltero,No,Si,No,18.184,C,0
4364,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,8 semestre,Soltero,No,No,No,18.643,A,0
4365,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,10 semestre,Soltero,No,Si,No,12.091,C,1
4366,INGENIERÍA INDUSTRIAL,CUSCO,36,Masculino,6 semestre,Soltero,No,Si,Si,11.49,B,0
4367,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,8 semestre,Soltero,No,Si,No,13.636,B,0
4368,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,4 semestre,Soltero,No,No,No,18.688,C,0
4369,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,No,11.111,A,0
4370,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,7 semestre,Soltero,No,Si,No,14.455,B,0
4371,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,5 semestre,Soltero,No,Si,No,12.128,C,1
4372,INGENIERÍA INDUSTRIAL,CUSCO,30,Masculino,9 semestre,Soltero,No,Si,Si,13.161,C,0
4373,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,1 semestre,Soltero,No,No,No,13.29,B,1
4374,INGENIERÍA INDUSTRIAL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,18.304,C,0
4375,INGENIERÍA INDUSTRIAL,CUSCO,25,Femenino,9 semestre,Conviviente,Si,Si,No,13.861,A,0
4376,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,3 semestre,Soltero,No,Si,Si,16.42,C,1
4377,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,9 semestre,Soltero,No,No,No,13.941,C,1
4378,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,11 semestre,Casado,No,No,No,13.069,A,0
4379,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,7 semestre,Soltero,Si,No,Si,19.156,A,1
4380,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,10 semestre,Soltero,No,No,No,17.668,B,1
4381,INGENIERÍA INDUSTRIAL,CUSCO,17,Femenino,1 semestre,Soltero,No,No,No,11.202,A,1
4382,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,8 semestre,Soltero,No,Si,Si,15.249,A,1
4383,INGENIERÍA INDUSTRIAL,CUSCO,19,Masculino,5 semestre,Soltero,No,No,No,18.505,C,1
4384,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,7 semestre,Soltero,No,No,No,18.813,A,0
4385,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,8 semestre,Soltero,No,No,No,19.126,A,0
4386,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,9 semestre,Soltero,Si,Si,No,15.175,C,1
4387,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,8 semestre,Soltero,No,No,No,12.453,B,0
4388,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,13.863,B,0
4389,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,4 semestre,Soltero,No,Si,No,18.855,C,0
4390,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,No,13.927,C,0
4391,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,9 semestre,Soltero,No,No,Si,14.668,B,1
4392,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,9 semestre,Soltero,No,Si,No,13.876,C,1
4393,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,Si,Si,12.187,B,1
4394,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,15.233,A,1
4395,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,5 semestre,Soltero,Si,No,No,18.099,A,1
4396,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,10 semestre,Soltero,No,Si,No,16.131,C,1
4397,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,5 semestre,Soltero,No,Si,Si,16.426,A,1
4398,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,No,No,18.093,C,0
4399,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,9 semestre,Soltero,No,No,No,19.259,B,1
4400,INGENIERÍA INDUSTRIAL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,18.396,A,1
4401,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,9 semestre,Soltero,No,No,No,12.837,B,0
4402,INGENIERÍA INDUSTRIAL,CUSCO,43,Masculino,10 semestre,Conviviente,Si,Si,No,15.848,C,0
4403,INGENIERÍA INDUSTRIAL,CUSCO,33,Femenino,14 semestre,Soltero,Si,Si,Si,16.396,B,1
4404,INGENIERÍA INDUSTRIAL,CUSCO,18,Masculino,2 semestre,Soltero,No,No,No,11.948,B,0
4405,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,10 semestre,Soltero,No,No,No,11.176,B,1
4406,INGENIERÍA INDUSTRIAL,CUSCO,18,Femenino,3 semestre,Soltero,No,No,No,18.464,B,0
4407,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,12.526,B,1
4408,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,7 semestre,Soltero,No,No,Si,15.11,C,0
4409,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,10 semestre,Soltero,No,Si,Si,13.923,C,1
4410,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,7 semestre,Soltero,No,Si,No,19.398,A,0
4411,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,No,14.912,A,1
4412,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,10 semestre,Soltero,No,No,No,18.486,A,1
4413,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,3 semestre,Soltero,No,No,No,11.45,B,0
4414,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,9 semestre,Soltero,No,Si,Si,17.586,C,1
4415,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,8 semestre,Soltero,No,No,No,17.057,B,0
4416,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,8 semestre,Soltero,No,Si,Si,14.962,B,1
4417,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,8 semestre,Soltero,No,No,Si,15.264,A,1
4418,INGENIERÍA INDUSTRIAL,CUSCO,27,Masculino,6 semestre,Soltero,No,Si,No,12.358,C,0
4419,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,5 semestre,Soltero,No,Si,No,15.599,C,1
4420,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,Si,No,18.456,B,0
4421,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,10 semestre,Soltero,No,Si,Si,11.547,C,1
4422,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,No,17.629,B,1
4423,INGENIERÍA INDUSTRIAL,CUSCO,28,Femenino,6 semestre,Soltero,No,Si,Si,12.956,C,0
4424,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,Si,18.087,C,0
4425,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,Si,15.584,B,0
4426,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,8 semestre,Soltero,No,No,No,13.238,C,0
4427,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,8 semestre,Soltero,No,No,No,11.692,A,0
4428,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,9 semestre,Soltero,No,No,No,14.738,C,0
4429,INGENIERÍA INDUSTRIAL,CUSCO,30,Masculino,9 semestre,Soltero,Si,Si,Si,12.66,A,0
4430,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,11.903,C,1
4431,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,10 semestre,Soltero,No,No,No,13.56,A,1
4432,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,7 semestre,Soltero,No,Si,No,11.072,A,1
4433,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,9 semestre,Soltero,No,Si,Si,15.131,A,0
4434,INGENIERÍA INDUSTRIAL,CUSCO,19,Masculino,4 semestre,Soltero,No,Si,No,16.001,A,0
4435,INGENIERÍA INDUSTRIAL,CUSCO,28,Femenino,10 semestre,Soltero,Si,No,No,15.201,C,1
4436,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,10 semestre,Soltero,No,No,Si,12.331,C,0
4437,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,12 semestre,Soltero,No,Si,No,11.713,B,0
4438,INGENIERÍA INDUSTRIAL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,18.437,A,1
4439,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,7 semestre,Soltero,Si,No,Si,13.265,B,0
4440,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,6 semestre,Soltero,No,No,No,16.625,B,0
4441,INGENIERÍA INDUSTRIAL,CUSCO,28,Femenino,10 semestre,Soltero,Si,Si,Si,17.779,B,1
4442,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,5 semestre,Soltero,No,Si,Si,13.723,C,1
4443,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,6 semestre,Soltero,No,No,No,14.019,C,0
4444,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,1 semestre,Casado,Si,Si,Si,15.757,C,0
4445,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,8 semestre,Soltero,No,No,No,16.629,A,0
4446,INGENIERÍA INDUSTRIAL,CUSCO,18,Masculino,1 semestre,Soltero,No,No,No,13.423,A,0
4447,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,9 semestre,Soltero,No,Si,No,11.679,B,1
4448,INGENIERÍA INDUSTRIAL,CUSCO,30,Masculino,8 semestre,Soltero,No,Si,No,14.039,C,1
4449,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,No,12.665,C,0
4450,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,No,No,15.988,B,0
4451,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,6 semestre,Conviviente,No,No,No,18.892,C,1
4452,INGENIERÍA INDUSTRIAL,CUSCO,27,Masculino,9 semestre,Soltero,No,Si,Si,14.697,C,0
4453,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,8 semestre,Conviviente,No,Si,Si,12.473,B,1
4454,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,3 semestre,Soltero,No,No,No,15.723,C,1
4455,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,10 semestre,Soltero,No,Si,Si,12.86,C,1
4456,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,3 semestre,Soltero,Si,Si,Si,18.817,B,0
4457,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,8 semestre,Soltero,No,Si,No,17.039,A,1
4458,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,6 semestre,Soltero,No,Si,Si,19.431,B,1
4459,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,No,13.501,B,1
4460,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,9 semestre,Soltero,No,Si,No,19.355,B,0
4461,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,No,16.867,A,1
4462,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,6 semestre,Soltero,No,No,No,17.486,A,1
4463,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,3 semestre,Soltero,No,No,No,14.09,B,0
4464,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,11 semestre,Soltero,No,Si,No,18.442,A,1
4465,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,7 semestre,Soltero,Si,Si,Si,17.4,B,0
4466,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,7 semestre,Soltero,No,Si,No,15.568,B,0
4467,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,6 semestre,Soltero,No,No,No,17.076,A,1
4468,INGENIERÍA INDUSTRIAL,CUSCO,27,Femenino,8 semestre,Soltero,No,Si,No,14.808,C,1
4469,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,9 semestre,Soltero,No,Si,No,11.268,A,1
4470,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,8 semestre,Soltero,No,Si,Si,15.116,B,0
4471,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,12 semestre,Soltero,No,Si,Si,16.589,A,0
4472,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,10 semestre,Soltero,No,Si,No,18.969,C,1
4473,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,9 semestre,Soltero,No,Si,No,12.224,C,0
4474,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,5 semestre,Soltero,No,Si,Si,11.432,B,1
4475,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,No,No,16.617,A,0
4476,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,Si,11.779,B,1
4477,INGENIERÍA INDUSTRIAL,CUSCO,29,Masculino,7 semestre,Soltero,No,Si,Si,16.049,C,1
4478,INGENIERÍA INDUSTRIAL,CUSCO,25,Femenino,6 semestre,Soltero,No,No,No,13.101,B,0
4479,INGENIERÍA INDUSTRIAL,CUSCO,19,Masculino,1 semestre,Soltero,No,Si,No,17.943,A,0
4480,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,5 semestre,Soltero,No,Si,No,16.294,B,0
4481,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,4 semestre,Soltero,No,No,No,15.061,A,1
4482,INGENIERÍA INDUSTRIAL,CUSCO,33,Masculino,8 semestre,Soltero,No,Si,Si,11.569,C,1
4483,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,10 semestre,Soltero,No,No,No,13.528,A,0
4484,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,3 semestre,Soltero,No,No,Si,18.882,C,0
4485,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,9 semestre,Conviviente,Si,Si,No,16.513,A,0
4486,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,8 semestre,Soltero,No,No,No,14.767,C,0
4487,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,9 semestre,Soltero,No,Si,No,13.792,B,0
4488,INGENIERÍA INDUSTRIAL,CUSCO,19,Femenino,5 semestre,Soltero,No,Si,No,14.702,B,1
4489,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,11.533,B,0
4490,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,7 semestre,Soltero,No,Si,No,15.884,A,1
4491,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,7 semestre,Soltero,No,No,No,18.408,C,1
4492,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,13.526,C,1
4493,INGENIERÍA INDUSTRIAL,CUSCO,24,Masculino,9 semestre,Soltero,No,Si,Si,19.079,A,1
4494,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,4 semestre,Soltero,No,Si,No,16.272,B,1
4495,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,10 semestre,Soltero,No,Si,Si,15.361,A,1
4496,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,11 semestre,Soltero,No,Si,No,18.029,A,1
4497,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,8 semestre,Soltero,No,No,No,18.963,B,0
4498,INGENIERÍA INDUSTRIAL,CUSCO,38,Masculino,9 semestre,Soltero,No,Si,Si,18.387,C,0
4499,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,9 semestre,Soltero,No,No,Si,17.586,C,0
4500,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,No,11.712,C,1
4501,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,Si,Si,14.01,B,0
4502,INGENIERÍA INDUSTRIAL,CUSCO,22,Femenino,9 semestre,Soltero,No,Si,No,12.822,A,1
4503,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,8 semestre,Soltero,No,No,No,15.135,C,1
4504,INGENIERÍA INDUSTRIAL,CUSCO,27,Femenino,7 semestre,Soltero,No,Si,Si,12.86,B,1
4505,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,No,16.363,C,0
4506,INGENIERÍA INDUSTRIAL,CUSCO,17,Masculino,1 semestre,Soltero,No,No,No,17.874,C,0
4507,INGENIERÍA INDUSTRIAL,CUSCO,20,Femenino,7 semestre,Soltero,No,No,No,17.239,C,0
4508,INGENIERÍA INDUSTRIAL,CUSCO,38,Masculino,10 semestre,Conviviente,Si,Si,No,11.437,C,0
4509,INGENIERÍA INDUSTRIAL,CUSCO,21,Masculino,7 semestre,Soltero,No,No,No,11.387,B,0
4510,INGENIERÍA INDUSTRIAL,CUSCO,24,Femenino,4 semestre,Soltero,No,Si,No,13.15,B,0
4511,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,10 semestre,Soltero,No,Si,Si,13.974,A,0
4512,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,5 semestre,Soltero,No,No,No,11.978,A,1
4513,INGENIERÍA INDUSTRIAL,CUSCO,18,Femenino,1 semestre,Soltero,No,No,No,11.521,B,1
4514,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,7 semestre,Soltero,No,No,No,11.366,A,0
4515,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,8 semestre,Soltero,No,Si,No,15.896,B,1
4516,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,9 semestre,Soltero,No,No,Si,17.248,B,1
4517,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,13.233,B,1
4518,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,7 semestre,Soltero,No,No,No,19.234,C,0
4519,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,4 semestre,Soltero,No,Si,Si,16.48,B,0
4520,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,8 semestre,Soltero,No,Si,Si,15.229,C,0
4521,INGENIERÍA INDUSTRIAL,CUSCO,18,Masculino,3 semestre,Soltero,No,Si,Si,11.956,A,0
4522,INGENIERÍA INDUSTRIAL,CUSCO,21,Femenino,9 semestre,Soltero,No,No,No,13.661,B,0
4523,INGENIERÍA INDUSTRIAL,CUSCO,23,Femenino,8 semestre,Soltero,No,Si,No,13.302,A,0
4524,INGENIERÍA INDUSTRIAL,CUSCO,25,Masculino,7 semestre,Soltero,No,No,No,13.552,A,0
4525,INGENIERÍA INDUSTRIAL,CUSCO,23,Masculino,7 semestre,Soltero,No,Si,No,11.959,C,1
4526,INGENIERÍA INDUSTRIAL,CUSCO,26,Femenino,10 semestre,Soltero,No,No,No,12.66,A,1
4527,INGENIERÍA INDUSTRIAL,CUSCO,22,Masculino,10 semestre,Soltero,No,No,No,14.879,A,0
4528,INGENIERÍA INDUSTRIAL,CUSCO,30,Femenino,10 semestre,Soltero,No,Si,Si,15.006,C,0
4529,INGENIERÍA INDUSTRIAL,CUSCO,26,Masculino,8 semestre,Soltero,No,Si,No,17.699,C,0
4530,INGENIERÍA INDUSTRIAL,CUSCO,20,Masculino,5 semestre,Soltero,No,Si,Si,14.505,A,0
4531,INGENIERÍA INDUSTRIAL,CUSCO,28,Masculino,7 semestre,Soltero,No,Si,No,15.121,B,0
